date,VNINDEX,VN30,HNXINDEX,UPCOM,VN30F1M
231024,1105.9,1117.12,228.89,85.54,1105.26
231025,1101.66,1113.32,227.01,85.57,1102.48
231026,1055.45,1064.95,214.98,82.79,1053.58
231027,1060.62,1067.57,218.04,83.1,1062.03
231030,1042.4,1047.63,211.34,82.28,1033.6
231031,1028.19,1039.38,206.17,80.93,1033.4
231101,1039.66,1051.65,209.65,81.7,1041.15
231102,1075.47,1087.5,217.97,83.97,1080.41
231103,1076.78,1086.19,217.75,84.16,1080.41
231106,1089.66,1103.52,219.59,85.05,1099.3
231107,1080.29,1092.71,218.29,84.61,1088.76
231108,1113.43,1129.95,227.03,86.17,1127.13
231109,1113.89,1122.95,228.22,86.22,1118.18
231110,1101.68,1109.05,226.65,86.03,1101.78
231113,1100.07,1106.72,226.11,85.98,1100.29
231114,1109.73,1119.28,227.43,86.65,1113.22
231115,1122.5,1131.9,227.88,87.0,1127.13
231116,1125.53,1132.6,229.56,87.13,1118.48
231117,1101.19,1103.53,226.54,86.02,1092.58
231120,1103.66,1102.85,227.77,86.13,1089.61
231121,1110.46,1108.6,229.8,86.22,1098.51
231122,1113.82,1109.8,230.49,86.04,1099.5
231123,1088.49,1082.68,224.54,84.95,1067.86
231124,1095.61,1087.34,226.1,84.99,1072.7
231127,1088.06,1078.42,223.89,84.5,1063.9
231128,1095.43,1088.51,224.39,84.66,1074.78
231129,1102.8,1093.16,227.03,85.04,1079.82
231130,1094.13,1081.7,226.15,84.99,1063.9
231201,1102.16,1090.39,226.26,85.19,1077.85
231204,1120.49,1107.16,231.31,85.97,1094.56
231205,1115.97,1100.42,231.34,86.02,1086.64
231206,1126.43,1109.27,233.63,86.31,1098.61
231207,1121.49,1111.35,231.84,85.71,1099.5
231208,1124.44,1114.89,231.2,85.71,1099.5
231211,1125.5,1117.34,231.37,85.48,1104.44
231212,1127.63,1121.21,231.71,85.35,1106.22
231213,1114.2,1106.83,228.42,85.09,1094.56
231214,1110.13,1104.49,227.23,85.22,1091.49
231215,1102.3,1097.4,227.02,85.05,1086.94
231218,1091.88,1084.67,225.73,84.88,1069.84
231219,1096.3,1091.87,227.27,85.1,1079.03
231220,1100.76,1097.01,228.16,85.48,1083.78
231221,1102.43,1097.43,228.48,86.16,1082.39
231222,1103.06,1097.45,228.27,86.14,1081.7
231225,1117.66,1111.86,229.45,86.21,1098.75
231226,1122.25,1115.52,231.26,86.24,1105.16
231227,1121.99,1115.94,230.6,86.46,1100.62
231228,1128.93,1128.51,231.35,86.97,1116.39
231229,1129.93,1131.46,231.04,87.04,1118.07
240102,1131.72,1131.64,229.99,87.58,1116.98
240103,1144.17,1144.85,231.64,87.8,1131.57
240104,1150.72,1156.37,232.56,87.73,1139.65
240105,1154.68,1161.14,232.76,87.93,1149.01
240108,1160.19,1163.52,233.33,87.79,1145.07
240109,1158.59,1160.21,232.5,87.72,1146.05
240110,1161.54,1162.68,231.41,87.15,1146.15
240111,1162.22,1163.56,232.71,87.56,1151.08
240112,1154.7,1163.66,230.31,86.9,1148.91
240115,1154.12,1161.3,227.55,86.61,1145.76
240116,1163.12,1170.19,229.5,87.02,1154.92
240117,1162.53,1166.61,229.5,86.96,1149.01
240118,1169.06,1173.91,229.93,87.16,1155.71
240119,1181.5,1185.23,229.48,87.46,1168.97
240122,1182.86,1189.56,229.77,87.72,1172.9
240123,1177.5,1183.85,229.26,87.45,1163.08
240124,1172.97,1179.45,228.53,87.64,1159.83
240125,1170.37,1177.52,228.52,87.68,1159.64
240126,1175.67,1182.82,229.43,87.7,1166.02
240129,1175.69,1179.17,229.05,87.6,1162.68
240130,1179.65,1181.71,230.66,87.85,1165.04
240131,1164.31,1166.33,229.18,87.69,1150.31
240201,1173.02,1173.35,230.57,88.02,1156.4
240202,1172.55,1174.76,230.56,88.37,1160.23
240205,1186.06,1197.36,230.28,88.53,1181.25
240206,1188.48,1199.17,230.63,88.86,1182.62
240207,1198.53,1212.7,231.04,89.33,1197.46
240215,1202.5,1217.12,232.75,90.06,1196.28
240216,1209.7,1224.54,233.04,90.06,1201.74
240219,1224.97,1240.2,233.37,90.45,1210.03
240220,1230.06,1241.65,233.5,90.53,1209.74
240221,1230.04,1242.08,233.84,90.61,1209.55
240222,1227.31,1239.9,234.01,90.57,1207.59
240223,1212.0,1223.09,231.08,90.16,1195.01
240226,1224.17,1233.31,232.86,90.49,1200.08
240227,1237.46,1247.91,235.38,90.4,1210.52
240228,1254.55,1265.35,235.16,90.54,1235.1
240229,1252.73,1265.75,235.46,90.63,1231.79
240301,1258.28,1267.07,236.43,91.16,1235.69
240304,1261.41,1268.53,237.38,91.13,1237.25
240305,1269.98,1280.17,237.35,91.78,1247.1
240306,1262.73,1271.07,235.45,91.24,1235.69
240307,1268.46,1276.56,237.37,91.61,1242.12
240308,1247.35,1250.2,236.32,91.23,1223.01
240311,1235.49,1235.12,233.84,90.66,1200.77
240312,1245.0,1242.23,234.03,90.77,1209.35
240313,1270.51,1272.28,238.2,91.53,1240.08
240314,1264.26,1260.32,239.68,91.62,1229.83
240315,1263.78,1256.42,239.54,91.35,1229.05
240318,1243.56,1235.74,236.68,90.32,1200.67
240319,1242.46,1234.74,236.16,90.6,1199.79
240320,1260.08,1259.06,238.03,90.54,1224.66
240321,1276.42,1281.57,241.14,90.82,1244.37
240322,1281.8,1284.14,241.68,90.95,1246.31
240325,1267.86,1270.0,240.81,91.09,1231.17
240326,1282.21,1286.23,242.03,91.2,1246.79
240327,1283.09,1288.77,242.85,91.18,1249.7
240328,1290.18,1303.2,243.92,91.48,1268.04
240329,1284.09,1296.9,242.58,91.57,1259.5
240401,1281.52,1292.62,242.9,91.33,1252.03
240402,1287.04,1292.3,245.9,91.4,1251.65
240403,1271.47,1274.27,243.96,91.15,1234.08
240404,1268.25,1267.65,242.44,91.01,1227.39
240405,1255.11,1257.78,239.68,90.65,1214.87
240408,1250.35,1254.72,238.08,90.53,1216.91
240409,1262.82,1266.92,240.36,90.57,1226.61
240410,1258.56,1263.82,238.79,90.65,1222.63
240411,1258.2,1262.86,239.07,90.92,1225.45
240412,1276.6,1284.74,241.34,91.21,1247.76
240415,1216.61,1227.9,229.71,88.98,1199.54
240416,1215.68,1232.7,228.83,88.63,1193.43
240417,1193.01,1210.74,226.2,88.15,1178.49
240419,1174.85,1194.03,220.8,87.16,1156.27
240422,1190.22,1206.64,225.31,88.02,1169.46
240423,1177.4,1200.37,222.63,87.51,1164.9
240424,1205.61,1232.17,227.87,88.37,1193.91
240425,1204.97,1233.72,227.57,88.33,1190.52
240426,1209.52,1240.5,226.82,88.76,1195.76
240502,1216.36,1247.21,227.49,89.7,1205.46
240503,1221.03,1255.62,228.22,89.78,1212.45
240506,1241.58,1274.62,232.29,90.65,1232.24
240507,1248.63,1284.85,232.96,91.1,1238.06
240508,1250.46,1284.85,234.52,91.57,1240.97
240509,1248.64,1281.47,234.58,91.91,1231.27
240510,1244.7,1277.47,235.68,91.72,1232.63
240513,1240.18,1272.53,236.36,91.48,1228.36
240514,1243.28,1277.31,236.95,91.62,1236.51
240515,1254.39,1289.97,238.78,92.1,1247.86
240516,1268.78,1308.27,240.02,92.7,1270.86
240517,1273.11,1310.15,241.54,93.07,1270.27
240520,1277.58,1312.55,242.57,93.53,1272.41
240521,1277.14,1308.62,243.29,94.45,1274.35
240522,1266.91,1291.46,245.15,94.7,1255.03
240523,1281.03,1304.76,246.91,95.17,1262.6
240524,1261.93,1283.46,241.72,94.4,1240.94
240527,1267.68,1284.88,242.83,94.87,1239.49
240528,1281.73,1299.75,245.58,95.62,1255.32
240529,1272.64,1284.02,244.15,95.92,1240.75
240530,1266.32,1279.29,244.01,95.8,1233.46
240531,1261.72,1275.97,243.09,95.88,1233.46
240603,1280.0,1297.78,244.72,96.93,1254.35
240604,1283.52,1300.99,244.32,97.0,1257.75
240605,1284.35,1299.66,244.49,97.46,1257.75
240606,1283.56,1302.28,244.18,98.32,1261.34
240607,1287.58,1308.03,244.99,98.86,1270.37
240610,1290.67,1311.1,245.58,99.56,1273.19
240611,1284.41,1308.3,246.41,98.95,1267.46
240612,1300.19,1331.81,248.31,99.14,1292.42
240613,1301.51,1333.85,248.36,99.02,1296.59
240614,1279.91,1316.46,243.97,98.05,1279.11
240617,1274.77,1309.7,243.16,98.09,1270.37
240618,1279.5,1309.89,244.43,98.31,1270.86
240619,1279.79,1314.22,243.57,98.36,1279.11
240620,1282.3,1322.36,243.97,99.27,1285.62
240621,1282.02,1319.93,244.36,100.58,1286.98
240624,1254.12,1289.85,239.74,99.06,1257.56
240625,1256.56,1288.8,240.19,98.83,1254.64
240626,1261.24,1291.3,239.68,98.9,1256.88
240627,1259.09,1289.03,240.07,98.53,1255.9
240628,1245.32,1278.32,237.59,97.54,1241.58
240701,1254.56,1285.48,238.56,97.3,1252.01
240702,1269.79,1296.06,240.8,97.58,1261.94
240703,1276.85,1305.5,241.43,97.9,1273.44
240704,1279.89,1310.63,241.88,98.26,1275
240705,1283.04,1316.18,242.31,98.26,1282.5
240708,1283.56,1315.83,243.15,98.58,1280.26
240709,1293.71,1321.78,245.66,99.25,1286.59
240710,1285.94,1310.91,244.54,98.7,1276.36
240711,1283.8,1306.22,245.39,98.34,1272.17
240712,1280.75,1301.81,245.02,98.14,1266.62
240715,1279.82,1297.82,244.84,97.92,1265.65
240716,1281.18,1303.3,244.91,98.26,1269.25
240717,1268.66,1305.37,240.9,97.28,1269.74
240718,1274.44,1306.38,242.49,97.59,1264.18
240719,1264.78,1302.32,240.52,96.77,1253.94
240722,1254.64,1299.31,238.38,95.65,1256.74
240723,1231.81,1278.67,234.6,94.4,1241.47
240724,1238.47,1280.51,236.17,94.53,1240.79
240725,1233.19,1272.18,235.25,94.51,1234.12
240726,1242.11,1281.84,236.66,95.18,1242.24
240729,1246.6,1285.73,237.52,95.46,1244.95
240730,1245.06,1287.82,235.87,95.24,1249.39
240731,1251.51,1299.09,235.36,95.07,1260.9
240801,1226.96,1272.0,229.23,93.52,1232.57
240802,1236.6,1281.01,231.56,93.77,1232.67
240805,1188.07,1232.11,222.71,90.79,1191.97
240806,1210.28,1252.81,226.46,92.22,1208.02
240807,1215.88,1253.58,227.95,92.03,1208.4
240808,1208.32,1243.31,226.73,92.12,1198.83
240809,1223.64,1264.84,229.38,92.8,1222.81
240812,1230.28,1271.44,230.77,93.0,1227.74
240813,1230.42,1268.72,230.18,92.79,1224.84
240814,1230.36,1270.38,229.68,92.65,1225.81
240815,1223.56,1265.32,228.54,92.18,1225.52
240816,1252.23,1291.68,235.15,93.44,1250.76
240819,1261.62,1299.04,236.01,93.72,1260.47
240820,1272.55,1305.25,237.31,94.1,1264.36
240821,1284.05,1317.69,238.42,94.48,1274.46
240822,1282.78,1318.57,238.47,94.49,1276.21
240823,1285.32,1321.15,240.07,94.41,1277.27
240826,1280.02,1318.6,238.97,94.16,1278.93
240827,1280.56,1322.28,238.91,94.15,1283.59
240828,1281.44,1323.54,238.23,94.13,1283.88
240829,1281.47,1326.67,237.88,93.85,1288.44
240830,1283.87,1331.52,237.56,94.17,1294.17
240904,1275.8,1317.71,236.14,93.75,1276.01
240905,1268.21,1309.05,234.96,93.47,1269.89
240906,1273.96,1315.39,234.65,93.37,1271.16
240909,1267.73,1307.15,233.46,93.0,1269.89
240910,1255.23,1294.06,231.69,92.36,1256.69
240911,1253.27,1293.88,231.45,92.32,1255.62
240912,1256.35,1297.61,231.9,92.73,1259.99
240913,1251.71,1294.3,232.42,92.95,1256.69
240916,1239.26,1281.37,230.84,92.57,1244.94
240917,1258.95,1303.65,232.3,93.12,1268.05
240918,1264.9,1310.94,232.95,93.47,1273.97
240919,1271.27,1318.41,233.77,93.63,1278.83
240920,1272.04,1326.0,234.3,93.63,1284.62
240923,1268.48,1321.12,233.38,93.65,1280.28
240924,1276.99,1330.87,234.32,93.81,1289.45
240925,1287.48,1344.07,235.84,93.5,1298.15
240926,1291.49,1350.85,235.92,93.5,1310.12
240927,1290.92,1352.57,235.71,93.9,1309.25
240930,1287.94,1352.56,234.91,93.56,1310.7
241001,1292.2,1358.88,236.05,93.28,1313.6
241002,1287.84,1354.51,235.05,93.28,1310.8
241003,1278.1,1346.46,233.35,92.68,1302.98
241004,1270.6,1336.21,232.67,92.37,1297.18
241007,1269.93,1335.48,232.47,92.47,1294.28
241008,1271.98,1339.05,231.52,92.45,1295.92
241009,1281.85,1351.97,231.77,92.45,1311.96
241010,1286.36,1360.58,231.29,92.57,1319.59
241011,1288.39,1362.5,231.37,92.6,1319.97
241014,1286.34,1358.76,230.72,92.38,1312.63
241015,1281.08,1356.09,228.95,92.17,1311.67
241016,1279.48,1354.1,228.26,92.32,1308.38
241017,1286.52,1362.89,230.12,92.7,1311.96
241018,1285.46,1362.69,229.21,92.7,1308.99
241021,1279.77,1358.03,227.43,92.14,1307.07
241022,1269.89,1348.92,225.5,91.73,1295.86
241023,1270.9,1349.72,226.5,92.12,1297.58
241024,1257.41,1329.62,224.69,92.06,1282.25
241025,1252.72,1325.54,224.63,91.82,1271.9
241028,1254.77,1328.33,224.59,92.15,1276.5
241029,1261.78,1335.76,225.56,92.32,1283.59
241030,1258.63,1333.85,225.88,92.46,1286.08
241031,1264.48,1338.6,226.36,92.38,1287.52
241101,1254.89,1325.62,225.41,91.96,1274.97
241104,1244.71,1312.64,224.45,91.61,1263.56
241105,1245.76,1313.35,224.86,91.9,1264.04
241106,1261.28,1329.56,227.76,92.71,1285.12
241107,1259.75,1326.65,227.49,92.32,1279.09
241108,1252.56,1317.34,226.88,92.15,1268.83
241111,1250.32,1310.46,226.86,92.4,1265.1
241112,1244.82,1301.95,226.69,92.39,1255.42
241113,1246.04,1304.04,226.21,92.35,1252.83
241114,1231.89,1286.65,223.82,91.87,1239.03
241115,1218.57,1271.22,221.53,91.33,1222.45
241118,1217.12,1270.23,221.79,91.64,1220.15
241119,1205.15,1259.08,219.68,90.3,1209.7
241120,1216.54,1271.73,221.29,91.09,1217.08
241121,1228.33,1286.67,221.76,91.5,1227.91
241122,1228.1,1286.07,221.29,91.7,1232.66
241125,1234.7,1291.94,222.25,91.82,1233.04
241126,1242.13,1299.22,223.7,92.06,1241.21
241127,1241.97,1301.06,223.09,91.96,1241.97
241128,1242.11,1301.52,223.57,92.35,1239.78
241129,1250.46,1311.26,224.64,92.74,1251.65
241202,1251.21,1308.83,225.32,92.44,1247.38
241203,1249.83,1309.18,225.29,92.44,1247.86
241204,1240.41,1297.81,224.62,92.44,1237.41
241205,1267.53,1337.55,229.6,92.95,1277.29
241206,1270.14,1337.28,228.93,92.81,1274.45
241209,1273.84,1336.18,229.21,92.91,1272.45
241210,1272.07,1335.85,229.24,92.74,1275.4
241211,1268.86,1336.48,228.18,92.74,1271.22
241212,1267.35,1335.55,227.99,92.68,1272.07
241213,1262.57,1331.58,227.0,92.54,1267.8
241216,1263.79,1331.82,227.04,92.64,1267.8
241217,1261.72,1327.63,226.89,92.77,1264
241218,1266.0,1329.83,227.43,93.07,1264
241219,1254.67,1314.16,227.54,92.73,1246.24
241220,1257.5,1317.77,227.07,93.39,1249.27
241223,1262.76,1323.02,228.51,93.72,1255.7
241224,1260.36,1323.27,228.36,94.02,1255.7
241225,1274.04,1342.48,229.81,94.59,1276.59
241226,1272.87,1342.68,229.9,94.41,1277.16
241227,1275.14,1346.84,229.13,94.48,1275.08
241230,1272.02,1347.35,228.14,95.0,1271.96
241231,1266.78,1344.75,227.43,95.06,1272.24
250102,1269.71,1343.2,227.69,95.05,1273.57
250103,1254.59,1320.58,225.66,94.34,1251.91
250106,1246.35,1313.04,222.95,93.62,1247.09
250107,1246.95,1315.28,220.98,93.0,1246.62
250108,1251.02,1316.63,221.87,93.54,1250.5
250109,1245.77,1310.8,221.94,93.09,1242.93
250110,1230.48,1293.23,219.49,92.15,1225.06
250113,1235.65,1298.34,219.62,92.22,1228.75
250114,1229.07,1289.23,218.27,92.12,1220.9
250115,1236.18,1297.64,219.55,92.27,1226.01
250116,1242.36,1303.25,220.84,92.42,1224.59
250117,1249.11,1313.48,222.48,93.11,1236.1
250120,1249.55,1316.95,221.69,92.8,1239.56
250121,1246.09,1314.81,221.68,92.84,1237.97
250122,1242.53,1309.72,220.67,93.08,1235.82
250123,1259.63,1332.54,222.67,93.88,1253.13
250124,1265.05,1337.59,223.01,94.3,1257.72
250203,1253.03,1315.46,223.49,94.51,1233.48
250204,1264.68,1327.21,226.61,95.31,1243.3
250205,1269.61,1331.35,227.98,95.9,1247.98
250206,1271.48,1336.59,229.13,96.74,1253.97
250207,1275.2,1340.8,229.49,97.24,1257.16
250210,1263.26,1330.88,227.97,96.63,1245.18
250211,1268.45,1338.4,228.87,96.75,1248.55
250212,1266.91,1335.68,229.32,96.8,1244.24
250213,1270.35,1337.78,229.52,97.74,1251.73
250214,1276.08,1340.52,231.22,98.35,1255.75
250217,1272.72,1334.01,233.19,99.39,1249.67
250218,1278.14,1337.39,235.84,99.51,1253.04
250219,1288.56,1344.64,237.79,99.34,1258.28
250220,1292.98,1349.45,238.02,100.08,1263.43
250221,1296.75,1353.73,237.57,100.61,1268.86
250224,1304.56,1364.52,238.49,100.21,1280.58
250225,1303.16,1360.56,238.31,99.97,1274.49
250226,1302.96,1360.56,238.6,99.73,1276.45
250227,1307.8,1363.62,239.39,99.81,1278.42
250228,1305.36,1356.43,239.19,99.58,1271.86
250303,1309.37,1361.16,238.34,99.46,1275.61
250304,1311.91,1367.97,237.35,99.1,1281.23
250305,1304.71,1363.91,235.41,98.69,1279.55
250306,1318.22,1379.62,238.01,99.35,1289.11
250307,1326.05,1389.77,238.41,99.08,1298.29
250310,1330.28,1391.07,239.5,99.16,1302.23
250311,1332.54,1393.57,240.58,99.4,1304.67
250312,1334.41,1392.39,241.87,99.32,1301.39
250313,1326.27,1387.3,241.31,99.02,1298.57
250314,1326.15,1387.03,242.73,99.38,1298.1
250317,1336.26,1394.9,246.77,100.43,1303.07
250318,1330.97,1388.64,247.03,100.29,1300.45
250319,1324.63,1377.63,245.28,99.36,1290.61
250320,1323.93,1378.95,245.77,99.16,1290.14
250321,1321.88,1378.27,245.82,99.32,1291.17
250324,1330.32,1390.7,246.0,99.18,1306.3
250325,1331.92,1388.79,244.56,99.17,1303.2
250326,1326.09,1381.47,241.33,98.85,1293.99
250327,1323.81,1380.26,239.54,98.96,1292.02
250328,1317.46,1373.93,238.2,98.62,1282.9
250331,1306.86,1363.88,235.06,98.05,1278.11
250401,1317.33,1376.91,236.42,98.47,1283.75
250402,1317.83,1376.94,238.13,98.64,1289.01
250403,1229.84,1283.18,220.95,90.58,1198.79
250404,1210.67,1280.52,216.97,91.13,1190.8
250408,1132.79,1197.51,201.04,84.5,1107.54
250409,1094.3,1168.68,192.58,84.41,1107.07
250410,1168.34,1249.29,208.32,92.84,1184.51
250411,1222.46,1309.94,213.34,93.25,1228.3
250414,1241.44,1325.87,215.0,91.76,1237.7
250415,1227.79,1310.76,210.24,91.03,1228.96
250416,1210.3,1293.25,209.41,90.39,1212.32
250417,1217.25,1303.03,209.58,90.53,1217.96
250418,1219.12,1306.24,213.1,91.3,1205.44
250421,1207.07,1294.29,211.47,90.9,1206.38
250422,1197.13,1290.38,207.71,89.67,1207.31
250423,1211.0,1303.04,211.45,91.46,1215.72
250424,1223.35,1311.66,211.07,91.83,1221.33
250425,1229.23,1317.18,211.72,92.27,1225.91
250428,1226.8,1312.32,211.45,92.25,1226
250429,1226.3,1309.73,211.94,92.42,1220.58
250505,1240.05,1320.41,212.81,92.38,1230.11
250506,1241.95,1319.66,212.81,92.38,1231.14
250507,1250.37,1324.8,213.41,92.92,1238.15
250508,1269.8,1351.1,215.21,92.98,1266.18
250509,1267.3,1352.25,214.13,93.4,1261.98
250512,1283.26,1372.04,216.04,94.29,1283.93
250513,1293.43,1382.78,217.93,94.55,1289.54
250514,1309.73,1397.87,218.88,95.2,1304.96
250515,1313.2,1401.49,219.28,95.54,1308.88
250516,1301.39,1384.44,218.69,95.62,1297.91
250519,1296.29,1379.75,217.24,95.77,1294.07
250520,1315.15,1407.52,217.7,96.22,1320.23
250521,1323.05,1419.36,217.46,95.83,1326.32
250522,1313.84,1409.56,216.79,96.14,1314.6
250523,1314.46,1409.4,216.32,96.51,1318.82
250526,1332.51,1424.01,219.41,97.84,1328.2
250527,1339.81,1427.45,221.79,98.14,1327.26
250528,1341.87,1432.19,223.56,98.59,1332.61
250529,1341.86,1431.57,224.3,98.62,1334.95
250530,1332.6,1423.68,223.22,98.49,1331.01
250602,1336.3,1423.04,226.17,98.36,1326.89
250603,1347.25,1437.87,228.94,99.32,1345.45
250604,1345.74,1435.28,230.83,99.01,1340.86
250605,1342.09,1432.38,231.19,98.87,1338.05
250606,1329.89,1418.97,228.61,98.81,1325.48
250609,1310.57,1396.56,226.49,98.19,1309.92
250610,1316.23,1404.82,226.4,98.19,1309.82
250611,1315.2,1405.15,226.23,98.04,1314.42
250612,1322.99,1412.16,227.73,98.16,1321.36
250613,1315.49,1401.2,224.82,97.54,1308.88
250616,1338.11,1420.35,228.12,98.1,1328.39
250617,1347.69,1431.39,228.24,98.87,1332.42
250618,1346.83,1432.99,228.2,99.31,1338.42
250619,1352.04,1439.3,227.56,98.87,1350.99
250620,1349.35,1435.19,227.07,99.18,1351.18
250623,1358.18,1448.32,227.42,98.93,1360.09
250624,1366.77,1462.8,227.79,99.34,1374.7
250625,1366.75,1465.36,227.66,99.94,1375.84
250626,1365.67,1463.57,227.7,100.06,1374.51
250627,1371.44,1475.89,227.81,100.62,1385.14
250630,1376.07,1477.56,229.22,100.84,1387.61
250701,1377.84,1476.16,228.45,100.72,1384.38
250702,1384.59,1482.76,231.62,100.61,1394.34
250703,1381.96,1481.2,230.93,101.13,1395.58
250704,1386.97,1488.77,232.51,101.58,1396.71
250707,1402.06,1508.66,235.9,101.61,1416.35
250708,1415.46,1529.27,237.68,101.96,1434.47
250709,1431.32,1543.27,238.63,102.5,1454.4
250710,1445.64,1569.34,238.44,102.28,1487.51
250711,1457.76,1594.01,238.81,102.72,1514.07
250714,1470.42,1605.66,239.61,102.67,1519.1
250715,1460.65,1593.84,240.33,103.03,1512.27
250716,1475.47,1614.42,242.35,103.08,1535.04
250717,1490.01,1634.7,246.09,104.21,1554.01
250718,1497.28,1643.91,247.77,104.74,1566.54
250721,1485.05,1628.06,245.79,104.27,1553.63
250722,1509.54,1655.98,247.85,104.02,1582.8
250723,1512.31,1653.01,249.33,104.8,1580.89
250724,1521.02,1661.23,250.67,105.16,1583.28
250725,1531.13,1669.33,254.56,105.77,1600.01
250728,1557.42,1695.63,263.79,106.94,1619.14
250729,1493.41,1621.29,255.36,106.07,1550.28
250730,1507.63,1630.78,261.51,105.11,1552.48
250731,1502.52,1615.23,266.34,105.79,1537.18
250801,1495.21,1614.11,264.93,106.46,1544.54
250804,1528.19,1653.22,268.34,107.78,1581.37
250805,1547.15,1690.43,266.12,107.5,1615.89
250806,1573.71,1723.31,268.66,107.46,1644.49
250807,1581.81,1734.85,270.86,107.92,1649.55
250808,1584.95,1729.08,272.46,108.54,1648.02
250811,1596.86,1741.9,276.46,109.25,1661.7
250812,1608.22,1755.25,276.47,109.2,1673.08
250813,1611.6,1753.71,279.69,109.42,1669.83
250814,1640.69,1793.78,285.15,109.95,1714.78
250815,1630.0,1783.25,282.34,109.61,1703.3
250818,1636.37,1786.37,283.87,108.97,1702.82
250819,1654.2,1810.46,286.45,109.78,1736.68
250820,1664.36,1828.46,283.73,109.68,1751.22
250821,1688.0,1874.91,284.39,110.58,1795.02
250822,1645.47,1814.02,272.48,109.26,1737.74
250825,1614.03,1783.12,266.58,108.58,1716.56
250826,1667.63,1849.05,275.79,109.58,1782.99
250827,1672.78,1848.55,276.38,109.94,1777.59
250828,1680.86,1861.2,276.63,110.62,1793.48
250829,1682.21,1865.38,279.98,111.0,1791.65
250903,1681.3,1859.59,282.7,111.05,1785.87
250904,1696.29,1883.59,283.99,111.85,1812.93
250905,1666.97,1845.48,280.67,111.82,1776.34
250908,1624.53,1807.22,271.57,110.12,1732.92
250909,1637.32,1825.17,274.82,109.89,1756.99
250910,1643.26,1828.63,274.6,110.37,1756.8
250911,1657.75,1855.08,274.18,110.1,1784.43
250912,1667.26,1865.45,276.51,110.09,1789.72
250915,1684.9,1876.75,280.69,110.46,1806.09
250916,1680.9,1875.39,278.98,111.32,1806.09
250917,1670.97,1868.85,277.63,111.78,1803.88
250918,1665.18,1861.74,276.92,111.1,1787.41
250919,1658.62,1859.53,276.24,111.01,1785.67
250922,1634.45,1819.6,274.23,110.15,1753.69
250923,1635.26,1821.45,273.01,110.02,1750.8
250924,1657.46,1853.48,277.28,109.65,1786.45
250925,1666.09,1858.67,277.65,110.49,1786.83
250926,1660.7,1852.65,276.06,110.63,1777.75
250929,1666.48,1862.23,275.15,109.29,1792.44
250930,1661.7,1863.13,273.16,109.46,1791.66
251001,1665.05,1870.63,273.22,109.79,1800.94
251002,1652.71,1859.8,269.55,109.79,1790.12
251003,1645.82,1859.51,265.75,109.02,1794.08
251006,1695.5,1918.97,274.69,109.16,1853.69
251007,1685.3,1909.65,272.87,110.24,1846.64
251008,1697.83,1922.95,273.34,110.43,1854.08
251009,1716.47,1940.89,274.94,110.7,1871.08
251010,1747.55,1980.57,273.62,111.61,1909.05
251013,1765.12,2012.28,275.35,112.7,1945.48
251014,1761.06,2013.69,275.33,113.15,1946.06
251015,1757.95,2009.64,276.12,112.32,1953.59
251016,1766.85,2022.27,277.08,112.37,1944.61
251017,1731.19,1977.14,276.11,112.67,1905.4
251020,1636.43,1870.86,263.02,110.31,1801.8
251021,1663.43,1915.9,264.65,109.46,1839.75
251022,1678.5,1930.88,268.69,109.82,1864.73
251023,1687.06,1945.78,266.78,111.04,1881.68
251024,1683.18,1944.6,267.28,110.87,1875.77
251027,1652.54,1900.76,265.36,111.24,1831.33
251028,1680.5,1949.28,266.78,110.96,1879.16
251029,1685.83,1949.76,268.04,112.82,1885.07
251030,1669.57,1925.18,266.96,113.42,1865.7
251031,1639.65,1885.36,265.85,113.46,1831.82
251103,1617.0,1857.64,259.18,114.63,1800.83
251104,1651.98,1897.71,265.91,115.28,1837.62
251105,1654.89,1886.47,266.7,116.5,1826.01
251106,1642.64,1869.6,266.15,116.22,1807.13
251107,1599.1,1824.71,260.11,116.75,1769.66
251110,1580.54,1804.18,258.18,117.45,1744
251111,1593.61,1821.6,261.08,117.85,1757.26
251112,1631.86,1872.27,264.79,119.03,1811.1
251113,1631.44,1864.23,266.29,120.04,1803.74
251114,1635.46,1871.54,267.61,120.09,1810.22
251117,1654.42,1893.54,268.69,120.66,1834.91
251118,1659.92,1898.07,267.36,120.0,1837.62
251119,1649.0,1886.2,265.03,119.64,1825.81
251120,1655.99,1897.46,264.23,119.51,1837.72
251121,1654.93,1899.89,263.13,118.73,1840.54
251124,1667.98,1916.36,261.22,118.93,1858.63
251125,1660.36,1909.6,257.3,118.92,1855.81
251126,1680.36,1923.55,261.91,119.22,1872.15
251127,1684.32,1921.18,261.43,119.36,1868.36
251128,1690.99,1923.92,259.91,118.98,1870.3
251201,1701.67,1933.56,257.91,119.14,1880.22
251202,1717.06,1950.12,258.87,119.7,1893.65
251203,1731.77,1971.99,259.67,120.16,1917.96
251204,1737.24,1979.53,262.31,120.94,1922.82
251205,1741.32,1975.5,260.65,120.49,1922.34
251208,1753.74,1983.82,258.68,119.88,1929.63
251209,1747.17,1973.02,257.14,119.68,1916.02
251210,1718.98,1946.98,256.48,119.11,1881.97
251211,1698.9,1924.29,255.87,119.99,1866.51
251212,1646.89,1867.03,250.09,118.49,1819.73
251215,1646.01,1869.84,249.37,118.55,1817.3
251216,1679.18,1909.87,255.08,118.3,1860.19
